,nces_name,zipcode,title,address,data_id,rating,n_reviews
0,DILWORTH ELEM SEDGEFIELD CAMPUS,28209,Dilworth Elementary - Sedgefield Campus,"715 Hartford Ave, Charlotte, NC 28209",0x88569f0fb357080f:0xf7c4fffbfdb4a631,3.0,10
0,DILWORTH ELEMENTARY SCHOOL: LATTA CAMPUS,28203,Dilworth Elementary - Latta Campus,"405 E Park Ave, Charlotte, NC 28203",0x88569f83ba47bbb3:0xb40aa400021bb11c,4.9,11
0,DISCOVERY HIGH SCHOOL,28658,Discovery High School,"301 W 18th St, Newton, NC 28658",0x885134270bd7d373:0xac807a152b23b6a,5.0,2
0,DISTRICT NO 7 ELEMENTARY,28395,District 7 Elementary School,"5721 Smithfield Rd, Wade, NC 28395",0x89ab76f4415a6c57:0x2f6c1e7321fbe542,5.0,5
0,DIXON ELEMENTARY,28445,Dixon Elementary School,"130 Betty Dixon Rd, Sneads Ferry, NC 28460",0x89a90a19b74c0d09:0x38c10dfb51940a45,4.3,10
0,DIXON HIGH,28445,Dixon High School,"160 Dixon School Rd, Holly Ridge, NC 28445",0x89a90a18523a44a3:0x77e3283857bbf211,2.5,20
0,DIXON MIDDLE,28460,Dixon Middle School,"118 Ridgefield Ave, Sneads Ferry, NC 28445",0x89a90a19b74c0dd3:0x69e1e0bac79ce4f4,3.6,20
0,DIXON ROAD ELEMENTARY,27592,Dixon Road Elementary School,"835 Dixon Rd, Willow Spring, NC 27592",0x89ac7cc5df5e7c3d:0x94a918fd7b631a,4.9,8
0,DOLE ELEMENTARY,28146,Hanford-Dole Elementary School,"465 Choate Rd, Salisbury, NC 28146",0x88538d1b8a670e83:0x18dc3ba02c11a78e,4.0,10
0,DON D STEED ELEMENTARY,28376,Don Steed Elementary School,"800 Phillipi Church Rd, Raeford, NC 28376",0x89ab3a2dfede7179:0xd01d81fd098d6d7d,3.9,11
0,DONNA L LOFLIN ELEMENTARY,27203,Donna Lee Loflin School,"405 S Park St, Asheboro, NC 27203, United States",0x885369281108199f:0x31651ac99718e1f0,4.8,4
0,DORIS HENDERSON NEWCOMERS SCH,27410,Doris Henderson Newcomers School,"411 Friendway Rd, Greensboro, NC 27410",0x88531b444419bdf1:0xf424f58d6505d978,5.0,3
0,DOUGLAS BYRD HIGH,28304,Douglas Byrd High School,"1624 Ireland Dr, Fayetteville, NC 28304",0x89ab14943a6b377f:0xe7969232be8b315,3.0,29
0,DOUGLAS BYRD MIDDLE,28304,Douglas Byrd Middle School,"1616 Ireland Dr, Fayetteville, NC 28304",0x89ab1494631327b5:0x964adaf107bbfad1,2.2,16
0,DOUGLAS ELEMENTARY,27609,Douglas Magnet Elementary School,"600 Ortega Rd, Raleigh, NC 27609",0x89ac58edc34a6c37:0xc4f6cafffd6dac40,4.7,23
0,DOUGLASS ACADEMY,28401,Douglass Academy,"507 N 6th St, Wilmington, NC 28401",0x89a9f548b899b82d:0x747acf13da1b2b40,4.2,5
0,DOUGLASS ELEMENTARY,27288,Douglass Elementary School,"1130 Center Church Rd, Eden, NC 27288",0x8852eaddde974a47:0xf43a4c19f8707d8d,4.0,5
0,DOWN EAST MIDDLE AND SMYRNA ELEMENTARY,28579,Down East Middle School,"174 Marshallberg Rd, Smyrna, NC 28579",0x89a89ec33fb14695:0x337c45a976610a4d,5.0,2
0,DR HUBERT EATON SR ELEM,28405,Eaton Elementary School,"6701 Gordon Rd, Wilmington, NC 28411",0x89a98ca7b3fcbb91:0x99ef820a5c74af4f,4.5,6
0,DR JOHN CODINGTON ELEM,28412,Codington Elementary School,"4321 Carolina Beach Rd, Wilmington, NC 28412",0x89a9f6055014ece9:0xb0e63fb54c2835d1,5.0,4
0,DREXEL ELEMENTARY,28655,Drexel Elementary School,"100 Alta Vista St, Morganton, NC 28655",0x8850d12bd9f6b08d:0x9f66b6ea19ee25d,4.4,5
0,DRUID HILLS ACADEMY,28206,Druid Hills Academy,"2801 Lucena St, Charlotte, NC 28206",0x8856a063a3c76b99:0xf3d6803ed1d0a1f6,2.9,32
0,DUDLEY SHOALS ELEMENTARY,28630,Dudley Shoals Elementary School,"1500 Dudley Shoals Rd, Granite Falls, NC 28630",0x8851249cd2dceae1:0xc10d716d5a9c9f6e,4.8,9
0,DUNN MIDDLE,28334,Dunn Middle School,"1301 Meadowlark Rd, Dunn, NC 28334",0x89ab81a1144ee125:0x4556ee95f2e80799,1.6,8
0,DUPLIN EARLY COLLEGE HIGH,28349,Duplin Early College High School,"212 James Sprunt Dr, Kenansville, NC 28349",0x89abde35c321142f:0x50a984fe92885c66,4.0,2
0,DURANT ROAD ELEMENTARY,27614,Durant Road Elementary School,"9901 Durant Rd, Raleigh, NC 27614",0x89ac575acd720b3f:0xe5c25de2b445e7ec,4.0,9
0,DURANT ROAD MIDDLE,27614,Durant Road Middle School,"10401 Durant Rd, Raleigh, NC 27614",0x89ac5742adade26b:0x273a2a4124db117b,4.0,44
0,DURHAM SCHOOL OF THE ARTS,27701,Durham School of the Arts,"400 N Duke St, Durham, NC 27701",0x89ace40b54951841:0xa235da1e8335462b,4.0,91
0,DURHAM'S PERFORMANCE LEARNING CENTER,27703,Performance Learning Center,"401 N Driver St, Durham, NC 27703",0x89ace4894efb7d79:0x34e157306ed0615,5.0,3
0,E B AYCOCK MIDDLE,27858,E B Aycock Middle School,"1325 Red Banks Rd, Greenville, NC 27858",0x89aedd6717c87bf5:0x8a2f794698339db5,3.3,13
0,E B FRINK MIDDLE,28551,E.B. Frink Middle School,"102 Martin Luther King Jr Dr, La Grange, NC 28551",0x89aeacdfc4ebaac9:0xb8b86625f8b907a4,2.9,14
0,E E MILLER ELEMENTARY,28314,E E Miller Elementary School,"1361 Rim Rd, Fayetteville, NC 28314",0x89ab3f947dfc5865:0xe8b8e82a14acc641,4.1,15
0,E E SMITH HIGH,28301,E. E. Smith High School,"1800 Seabrook Rd, Fayetteville, NC 28301",0x89ab6cef71e8f47d:0x27f3650841068004,3.9,20
0,E J HAYES ELEMENTARY,27892,E J Hayes Elementary School,"201 Andrews St, Williamston, NC 27892",0x89af06f40e67b46d:0x529fbe84f501ddc5,4.4,8
0,E K POWE ELEMENTARY,27705,E.K. Powe Elementary School,"913 9th St, Durham, NC 27705",0x89ace3f9378c2163:0x873aee4722eec79e,4.2,17
0,E LAWSON BROWN MIDDLE,27360,E Lawson Brown Middle School,"1140 Kendall Mill Rd, Thomasville, NC 27360",0x88539ffbe2c2b09b:0xed58e3bec30c6ee9,2.4,18
0,E M ROLLINS ELEMENTARY,27536,E.M. Rollins Elementary School,"1600 S Garnett St, Henderson, NC 27536",0x89adbc6f46f17573:0xafc762ef5f1ade3b,2.3,3
0,E M YODER ELEMENTARY,27302,E.M. Yoder Elementary School,"301 N Charles St, Mebane, NC 27302",0x89acd66c286eeb57:0x9194f855c4d115df,5.0,3
0,E MELVIN HONEYCUTT ELEMENTARY,28306,E Melvin Honeycutt Elementary,"4665 Lakewood Dr, Fayetteville, NC 28306, United States",0x89ab15bf1e74b135:0x9895652a0c7b1815,4.1,14
0,E O YOUNG JR ELEMENTARY,27537,EO Young Jr Elementary School,"6655 Broad St, Henderson, NC 27537",0x89ad956db03a3321:0xcea93ad0e7d0e79d,4.6,7
0,E. E. WADDELL LANGUAGE ACADEMY,28217,South Academy of International Languages,"8300 Nations Ford Rd, Charlotte, NC 28217",0x8856994ae0e754e7:0xcc0be40fec11881,4.3,51
0,EARLY COLLEGE,28801,Buncombe County Early College,"340 Victoria Rd, Asheville, NC 28801",0x8859f333c01cea37:0xcf67757f02d71b76,4.2,5
0,EARLY COLLEGE AT GUILFORD,27410,The Early College at Guilford,"5608 W Friendly Ave, Greensboro, NC 27410",0x88531b620a44a087:0xf49400d8a0bf272c,3.0,5
0,EARLY COLLEGE EAST HIGH,28532,Early College East,"102 Middle School Ln, Havelock, NC 28532",0x89a8c194ed4468b9:0x527320286e36e981,4.2,5
0,EARLY COLLEGE OF FORSYTH CO,27103,Early College of Forsyth County,"Technical Community College, 2100 Silas Creek Pkwy, Winston-Salem, NC 27103",0x8853afd95b9cbe6b:0xb58ed603e7957d45,4.6,14
0,EASLEY ELEMENTARY,27712,Easley Elementary School,"302 Lebanon Cir, Durham, NC 27712",0x89ace21fa2bbf3e5:0xd2021ea1e65ae6a2,4.5,10
0,EAST ALBEMARLE ELEMENTARY,28001,East Albemarle Elementary School,"1813 E Main St, Albemarle, NC 28001",0x88546b9cd476a1a1:0x7592060adc5bc260,4.0,1
0,EAST ALEXANDER MIDDLE,28636,East Alexander Middle School,"1285 White Plains Rd, Hiddenite, NC 28636",0x8851402b527681f3:0x251f8aa9fa6643a9,4.3,6
0,EAST ARCADIA ELEMENTARY,28456,East Arcadia Elem School,"21451 NC-87, Riegelwood, NC 28456",0x89aa46e17c4ed14b:0x67cb2ca0b49d35ad,5.0,3
0,EAST BEND ELEMENTARY,27018,East Bend school,"205 School St, East Bend, NC 27018",0x8853cb23a3faaf47:0xbd1776bb6254d066,4.0,5
0,EAST BLADEN HIGH,28337,East Bladen High School,"5600 NC-87, Elizabethtown, NC 28337",0x89aaffaa6b4bfd9f:0x705b748256def90,3.8,4
0,EAST BURKE HIGH,28612,EAST BURKE High school,"3695 E Burke Blvd, Connelly Springs, NC 28612",0x88512998733e7b91:0xa3758d2bfb2e49f,2.8,17
0,EAST BURKE MIDDLE,28612,East Burke Middle School,"3519 Miller Bridge Rd, Connelly Springs, NC 28612",0x885129768f5df3cf:0x1cd93a432fcb0c4b,2.8,5
0,EAST CARY MIDDLE,27511,East Cary Middle School,"1111 SE Maynard Rd, Cary, NC 27511",0x89acf39e1ee4795f:0xae66b189bada9991,3.1,97
0,EAST CHAPEL HILL HIGH,27514,East Chapel Hill High School,"500 Weaver Dairy Rd, Chapel Hill, NC 27514",0x89acdd6602323ef7:0xfab459a3758acc6,3.9,34
0,EAST CLAYTON ELEMENTARY,27527,East Clayton Elementary School,"2075 NC-42 East, Clayton, NC 27527",0x89ac6891ce613f7d:0xc5468654d718d877,4.0,8
0,EAST COLUMBUS JUNIOR-SENIOR HIGH,28450,East Columbus Jr./Sr High School,"32 Gator Ln, Lake Waccamaw, NC 28450",0x89aa5d693de00911:0x908cb6de921818cb,2.6,5
0,EAST DAVIDSON HIGH,27360,East Davidson High School,"1408 Lake Rd, Thomasville, NC 27360",0x88539ffeea2b6153:0xe2bbaa5cbba2b50,3.5,10
0,EAST DUPLIN HIGH,28518,East Duplin High School,"394 NC-111 HWY, Beulaville, NC 28518",0x89a9678473adc941:0x1ce621dd89ea39b4,3.5,13
0,EAST ELEMENTARY,28112,East Monroe Elementary School,"515 Elizabeth Ave, Monroe, NC 28112",0x88543727e8161795:0x77f06a72876caf32,3.8,16
0,EAST ELEMENTARY,28086,East Elementary School,"600 Cleveland Ave, Kings Mountain, NC 28086",0x8856e804a0946b21:0xae29f9f235662613,4.7,3
0,EAST FORSYTH HIGH,27284,East Forsyth High School,"2500 W Mountain St, Kernersville, NC 27284",0x8853abd629400403:0x8726af16f364a3a7,4.6,18
0,EAST FORSYTH MIDDLE SCHOOL,27284,East Forsyth Middle School,"810 Bagley Dr, Kernersville, NC 27284",0x8853aa38f9164d4d:0xd2d4b4bf617f6fee,2.6,19
0,EAST FRANKLIN ELEMENTARY,28734,East Franklin Elementary School,"100 Watauga St, Franklin, NC 28734",0x885924ddba018e57:0xb4c87588ab1f5654,5.0,2
0,EAST GARNER ELEMENTARY,27529,East Garner Elementary School,"5545 Jones Sausage Rd, Garner, NC 27529",0x89ac60a2cdcfecef:0xa8945f7bb1a17ae3,4.3,14
0,EAST GARNER MIDDLE,27529,East Garner Middle School,"6301 Jones Sausage Rd, Garner, NC 27529",0x89ac60be89364beb:0x2390bd904d629f0e,3.6,54
0,EAST GASTON HIGH,28120,East Gaston High School,"1744 Lane Rd, Mt Holly, NC 28120",0x8856bc020ff6a41f:0xb4f6524cd61f9eb1,3.0,12
0,EAST HENDERSON HIGH,28726,East Henderson High School,"150 Eagle Pride Dr, East Flat Rock, NC 28726",0x8859c2f0586b1161:0x660cf7183d498ead,4.4,8
0,EAST HOKE MIDDLE,28376,East Hoke Middle School,"4702 Fayetteville Rd, Raeford, NC 28376",0x89ab3927fb1a334f:0x89dd67f767abc953,2.7,14
0,EAST IREDELL ELEMENTARY,28625,East Iredell Elementary School,"400 E Elementary Rd, Statesville, NC 28625",0x885158ea047b2f3b:0xb6ec14238e2c44dd,1.5,2
0,EAST IREDELL MIDDLE,28625,East Iredell Middle School,"590 Chestnut Grove Rd, Statesville, NC 28625",0x8853e1ecc97f7919:0x966b42a35ba02b84,3.0,7
0,EAST LEE MIDDLE,27330,East Lee Middle School,"1337 Broadway Rd, Sanford, NC 27332",0x89aca72bb7f7760d:0xe6c323f3a02b103d,2.9,14
0,EAST LINCOLN HIGH,28037,East Lincoln High School,"6471 NC-73, Denver, NC 28037",0x8856b1ac7364e7c1:0x32567dc364dc3a7,3.8,12
0,EAST LINCOLN MIDDLE,28080,East Lincoln Middle School,"4137 NC-73, Iron Station, NC 28080",0x8856b6c1ae08a7ef:0xd6d19cade44e7597,3.8,10
0,EAST MCDOWELL MIDDLE SCHOOL,28752,East McDowell Middle School,"676 State St, Marion, NC 28752",0x1526bbade4226fe7:0xd261075b6901675c,4.0,5
0,EAST MECKLENBURG HIGH SCHOOL,28212,East Mecklenburg High School,"6800 Monroe Rd, Charlotte, NC 28212",0x885421aedc87b6b1:0xac858ac156f441c9,4.2,193
0,EAST MILLBROOK MIDDLE,27616,East Millbrook Middle School,"3801 Spring Forest Rd, Raleigh, NC 27616",0x89ac599b20d9f3a7:0x1d4ad6c78713017f,3.1,46
0,EAST MOORESVILLE INTERMEDIATE,28115,East Mooresville Intermediate School,"1711 Landis Hwy, Mooresville, NC 28115",0x8853ffadb7d650d7:0x13d967573695a72b,4.3,7
0,EAST ROCKINGHAM ELEMENTARY,28379,East Rockingham Elementary School,"154 Chalk Rd, Rockingham, NC 28379, United States",0x8854e7668784614f:0x7c260fd32c4bcc5,5.0,2
0,EAST ROWAN HIGH,28146,East Rowan High School,"175 St Lukes Church Rd, Salisbury, NC 28146",0x88538b122ed95eff:0x19fdc5653312b066,3.0,19
0,EAST RUTHERFORD HIGH SCHOOL,28018,East Rutherford High School,"331 E High Rd, Bostic, NC 28018",0x88573efc5405de41:0xb4f590d6453c0df5,5.0,2
0,EAST RUTHERFORD MIDDLE SCHOOL,28018,East Rutherford Middle School,"259 E Church St, Bostic, NC 28018, United States",0x88573f24671d2c13:0xf4a6fb4e59878229,2.5,10
0,EAST SURRY HIGH,27041,East Surry High School,"801 W Main St, Pilot Mountain, NC 27041",0x885237f2d30f6dd3:0x4b0d273fdf218587,5.0,4
0,EAST UNION MIDDLE,28103,East Union Middle,"6010 Marshville Blvd, Marshville, NC 28103",0x885448c0bfffc0af:0xc9e1cb6d5957a959,3.9,22
0,EAST WAKE ACADEMY,27597,East Wake Academy,"821 Charter School Wy, Zebulon, NC 27597",0x89ac47909d763823:0x1d783320b046fca5,3.3,45
0,EAST WAKE HIGH,27591,East Wake High School,"5101 Rolesville Rd, Wendell, NC 27591",0x89ac445c127cb641:0x28ad2d9eb9454527,3.4,13
0,EAST WILKES HIGH SCHOOL,28670,East Wilkes High School,"13315 Elkin Hwy #268, Ronda, NC 28670",0x885178e65150e2b5:0xcadd282d0f4f12,3.0,1
0,EAST WILKES MIDDLE SCHOOL,28670,East Wilkes Middle School,"2202 Macedonia Church Rd, Ronda, NC 28670",0x8851788d813e9921:0xdee013967dd4f316,5.0,6
0,EAST YANCEY MIDDLE,28714,East Yancey Middle School,"285 Georges Fork Rd, Burnsville, NC 28714",0x885a09760dd19317:0xb97d0606369def90,4.0,1
0,EASTERN ALAMANCE HIGH,27302,Eastern Alamance High School,"4040 Mebane Rogers Rd, Mebane, NC 27302",0x89acd5e8c94537f5:0x9d30ab105860f2b2,3.4,17
0,EASTERN ELEMENTARY,27858,Eastern Elementary School,"1700 Cedar Ln, Greenville, NC 27858",0x89aee78629491f07:0x4937927d91ed1d95,4.3,6
0,EASTERN ELEMENTARY,27889,Eastern Elementary School,"947 Hudnell St, Washington, NC 27889",0x89af22966200a911:0xbd2eb8a72b5d9d08,4.1,7
0,EASTERN GUILFORD HIGH,27249,Eastern Guilford High School,"415 Peeden Dr, Gibsonville, NC 27249",0x885326f27c63e47d:0xba6cbd012a171859,3.7,20
0,EASTERN GUILFORD MIDDLE,27249,Eastern Guilford Middle School,"435 Peeden Dr, Gibsonville, NC 27249",0x885326f3c75fee77:0xff8c3266dc889b1,2.5,20
0,EASTERN NC SCHOOL FOR THE DEAF,27893,Eastern North Carolina School for the Deaf,"1311 US-301, Wilson, NC 27893",0x89ae9e65b987d16d:0x2b48a4cd8fad6f9,3.6,18
0,EASTERN RANDOLPH HIGH SCHOOL,27316,Eastern Randolph High School,"390 Eastern Randolph Rd, Ramseur, NC 27316",0x885346ee3bf795ab:0x301cdb740975ca72,4.1,10
0,EASTERN WAYNE ELEMENTARY,27534,Eastern Wayne Elementary School,"1271 E New Hope Rd, Goldsboro, NC 27534",0x89aeabcb954bc455:0x1dd63020f2320816,3.9,7
0,EASTERN WAYNE HIGH,27534,Eastern Wayne High School,"1135 E New Hope Rd, Goldsboro, NC 27534",0x89aeabcd225d152f:0x255c84fd3ce161b0,2.8,18
0,EASTERN WAYNE MIDDLE,27534,Eastern Wayne Middle School,"3518 Central Heights Rd, Goldsboro, NC 27534",0x89aeaa10a6d94dcf:0xdf97df048b944fe4,3.0,10
0,EASTFIELD GLOBAL MAGNET SCHOOL,28752,Eastfield Global Magnet School,"170 Eastfield School Rd, Marion, NC 28752",0x8850b306041a3b85:0x163622c9741053d6,4.6,10
0,EASTLAWN ELEMENTARY,27217,Eastlawn Elementary School,"502 N Graham Hopedale Rd, Burlington, NC 27217",0x88532ae6b9cc7da7:0xc547cf6593f193ce,4.4,8
0,EASTON ELEMENTARY SCHOOL,27107,Easton Elementary School,"734 Clemmonsville Cir, Winston-Salem, NC 27107",0x8853af72e43b0d91:0x3ab73d833d5512a9,3.4,10
0,EASTOVER ELEMENTARY,28207,Eastover Elementary,"500 Cherokee Rd, Charlotte, NC 28207",0x88569fe80b00758d:0x161dd42d3956060e,4.8,10
0,EASTOVER-CENTRAL ELEMENTARY,28312,Eastover-Central Elementary School,"5174 Dunn Rd, Eastover, NC 28312",0x89ab73e4927baa65:0x118a00f65baaae35,3.8,6
0,EASTSIDE STREAM ACADEMY,28215,Eastside STREAM Academy,"8000 Robinson Church Rd, Charlotte, NC 28215",0x88541f1a3474b4dd:0xf8fa2d5e94858e7c,1.7,26
0,EASTWAY ELEMENTARY,27701,Eastway Elementary School,"610 N Alston Ave, Durham, NC 27701",0x89ace4623f7fcc59:0xbc18c88446fba80a,3.5,11
0,EASTWAY MIDDLE,28205,Eastway Middle School,"1501 Norland Rd, Charlotte, NC 28205",0x885420289cbd53ab:0x57d381dc647bf5aa,3.4,35
0,ED V BALDWIN ELEMENTARY,28348,Baldwin Elementary School,"4441 Legion Rd, Hope Mills, NC 28348",0x89ab140690224d4d:0x6ed87f3f568f0300,4.1,15
0,EDGECOMBE EARLY COLLEGE HIGH,27886,Edgecombe Community College,"2009 W Wilson St, Tarboro, NC 27886",0x89ae8b576c452bc1:0xb14cb32bea85da38,4.0,51
0,EDGEWOOD CMTY DEVELOPMENTAL,27530,Edgewood Community School,"1601 Peachtree St, Goldsboro, NC 27530",0x89ac019faa942d09:0x981a59fdecf3deaa,5.0,1
0,EDGEWOOD ELEMENTARY,28472,Edgewood Elementary School,"317 E Calhoun St, Whiteville, NC 28472",0x89aa8ad14cfe3271:0xc41264d07269b8d1,5.0,3
0,EDNEYVILLE ELEMENTARY,28792,Edneyville Elementary School,"2875 Pace Rd, Hendersonville, NC 28792",0x8859e634278e6b6d:0xca0cad5f4d3fa2fd,4.8,5
0,EDWARD BEST ELEMENTARY,27549,Edward Best Elementary School,"4011 NC-56, Louisburg, NC 27549",0x89adcc3a7c21dbc5:0x65acefc9876bc031,4.8,4
0,EDWARD D SADLER JR  ELEMENTARY SCHOOL,28052,"Dr. Edward D. Sadler, Jr. Elementary School","3950 W Franklin Blvd, Gastonia, NC 28052",0x8856c204493f7485:0x3c3b8b6655e230c4,4.2,5
0,EDWIN A ALDERMAN ELEMENTARY,27407,Alderman Elementary School,"4211 Chateau Dr, Greensboro, NC 27407",0x88531a50c8cc6999:0x6254326fb490dc7d,3.6,9
0,EDWIN A ALDERMAN ELEMENTARY,28403,Edwin A. Alderman Elementary School,"2025 Independence Blvd, Wilmington, NC 28403",0x89a9f59774a65d33:0xb7ba7355d2732784,4.1,12
0,EDWIN A ANDERSON ELEMENTARY,28412,Edwin A. Anderson Elementary School,"455 Halyburton Memorial Pkwy, Wilmington, NC 28412",0x89a9f7ee1023bc0d:0x835f82f0d7c37564,4.7,7
0,EDWIN M HOLT ELEMENTARY,27215,E M Holt Elementary School,"4751 NC-62, Burlington, NC 27215",0x88532e8ba31858a1:0x172684f4f0d2fbd4,4.2,9
0,EFLAND CHEEKS ELEMENTARY,27243,Efland Cheeks Elementary School,"4401 Fuller Rd, Efland, NC 27243",0x89acd831c2dfc4d1:0x3998c43b9bf19185,4.9,7
0,ELIZABETH CITY MIDDLE,27909,Elizabeth City Middle School,"1066 Northside Rd, Elizabeth City, NC 27909",0x89a5503193dc3a6b:0xfbf79c7b632e602c,2.2,9
0,ELIZABETH LANE ELEMENTARY,28105,Elizabeth Lane Elementary School,"121 Elizabeth Ln, Matthews, NC 28105",0x885426c625d84359:0x6f0545a234c28a7,4.1,17
0,ELIZABETH M CASHWELL ELEMENTARY,28306,Elizabeth Cashwell Elementary,"2970 Legion Rd, Fayetteville, NC 28306",0x89ab139b71e7d8a9:0x23ead7eb53c9d1be,3.6,13
0,ELIZABETH TRADITIONAL ELEM,28204,Elizabeth Traditional Elementary School,"1601 Park Dr, Charlotte, NC 28204",0x88569ff66700b45f:0x5f8664aa0526a3e4,5.0,16
0,ELIZABETHTOWN MIDDLE,28337,Elizabethtown Middle School,"1496 US-701 Hwy, Elizabethtown, NC 28337",0x89aa54ed51bab277:0xca5a5cce13c13d9c,3.8,5
0,ELIZABETHTOWN PRIMARY,28337,Elizabethtown Primary School,"301 Mercer Mill Rd, Elizabethtown, NC 28337",0x89aa544e924d2aab:0x5bb676cca9aa91b7,4.0,1
0,ELKIN ELEMENTARY,28621,Elkin Elementary School,"135 Old Virginia Rd, Elkin, NC 28621",0x88517f9d801e1f23:0xb6ae7d7aaaf4b833,4.2,6
0,ELKIN HIGH,28621,Elkin High School,"334 Elk Spur St, Elkin, NC 28621",0x88517f712e7fba6b:0x1fe70bd631861c88,3.6,7
0,ELKIN MIDDLE,28621,Elkin Middle School,"300 Elk Spur St, Elkin, NC 28621",0x88517f76cbc7c189:0xf5b4ffc829d7612e,4.0,2
0,ELLENBORO ELEMENTARY SCHOOL,28040,Ellenboro Elementary School,"813 Piney Mountain Church Rd, Ellenboro, NC 28040",0x88573c24f1ae2249:0x9d2eaa9cf148e991,5.0,4
0,ELLENDALE ELEMENTARY,28681,Ellendale Elementary School,"175 Ellendale Park Ln, Taylorsville, NC 28681",0x88513d94402484af:0xfbccbb17cd12dcfe,4.8,5
0,ELLERBE MIDDLE,28338,Ellerbe Middle School,"128 Ballard St, Ellerbe, NC 28338",0x8854ea4265bd3f17:0x2da7694bcd169710,4.4,5
0,ELM CITY MIDDLE,27822,Elm City Middle School,"215 Church St E, Elm City, NC 27822",0x89ae9cb819be097d:0xc8686ef1b7cd0134,4.0,6
0,ELMHURST ELEMENTARY,27858,Elmhurst Elementary School,"1815 W Berkley Rd, Greenville, NC 27858",0x89aee7f623db4aa3:0xb39acd7995a7e4d6,3.8,5
0,ELON ELEMENTARY,27244,Elon Elementary School,"720 Walker Rd, Elon, NC 27244",0x8853290a10747979:0x6bbd05526db7ffaa,3.5,6
0,ELON PARK ELEMENTARY,28277,Elon Park Elementary,"11425 Ardrey Kell Rd, Charlotte, NC 28277",0x885682dd537dbac5:0xbfbcd08102b2c0ca,4.8,18
0,EMMA B TRASK MIDDLE,28405,Emma B. Trask Middle School,"2900 N College Rd, Wilmington, NC 28405",0x89a98b078e8d1de1:0x561b3354f2efc049,3.3,20
0,EMMA ELEMENTARY,28806,Emma Elementary School,"37 State Rd 1341, Asheville, NC 28806",0x88598b7d1f5d56f3:0x8fc5ce6801f6ef36,5.0,5
0,EMSLEY A LANEY HIGH,28405,Emsley A. Laney High School,"2700 N College Rd, Wilmington, NC 28405",0x89a98b06164622c9:0x3085722cd076ddb6,2.8,28
0,ENDEAVOR CHARTER SCHOOL,27587,Endeavor Charter School,"4879 1 World Way, Wake Forest, NC 27587",0x15268295eae37ac5:0xdd707ef13a4b1efb,3.7,20
0,ENDHAVEN ELEMENTARY,28277,Endhaven Elementary School,"6815 Endhaven Ln, Charlotte, NC 28277",0x88569d167ae313f9:0x53fceca9b269adf,4.1,12
0,ENDY ELEMENTARY,28001,Endy Elementary School,"27670 Betty Rd, Albemarle, NC 28001",0x88546f802515b273:0x988aaaf9f1ce6730,5.0,2
0,ENFIELD MIDDLE S.T.E.A.M. ACADEMY,27823,Enfield Middle School,"13723 NC-481, Enfield, NC 27823",0x89ae6f07c53588b7:0x14b8b903540a7d33,4.0,2
0,ENGLEWOOD ELEMENTARY,27804,Englewood Elementary School,"101 S Englewood Dr, Rocky Mount, NC 27804",0x89ae80cb92198e33:0xe6d0e18239df903f,5.0,3
0,ENKA HIGH,28715,Enka High School,"475 Enka Lake Rd, Enka Village, NC 28715",0x88598e1738715a85:0x80b8ab8d5a5ffa8b,2.3,32
0,ENKA MIDDLE,28715,Enka Middle School,"390 Asbury Rd, Candler, NC 28715",0x88598e65d82c8cf1:0x8d7ab6aa3c6a0f2c,3.2,17
0,ENLOE HIGH,27610,Enloe Magnet High School,"128 Clarendon Crescent, Raleigh, NC 27610",0x89ac5ee776ad47eb:0x335d5db056cf8ab1,3.7,54
0,ENO RIVER ACADEMY,27278,Eno River Academy,"1100 NC-57, Hillsborough, NC 27278, United States",0x89acdee3d6556149:0x166b778a204b4163,3.9,10
0,ENO VALLEY ELEMENTARY,27712,Eno Valley Elementary School,"117 Milton Rd, Durham, NC 27712",0x89ace20c00860f89:0xaad7e50013474292,3.1,14
0,ENOCHVILLE ELEMENTARY,28023,Enochville Elementary School,"925 N Enochville Ave, China Grove, NC 28023, United States",0x88540799c33d638b:0xbd7caefa5b47efbe,4.8,13
0,ENVISION SCIENCE ACADEMY,27587,Envision Science Academy,"590 Traditions Grande Blvd, Wake Forest, NC 27587, United States",0x89ac520dd16e16e1:0x2f6b12c699b9917c,3.3,37
0,EP PEARCE ELEMENTARY,27410,EP Pearce Elementary School,"2006 Pleasant Ridge Rd, Greensboro, NC 27410",0x885302df1bac8fe3:0xb798059926928644,4.4,13
0,EPHESUS ELEMENTARY,27517,Ephesus Elementary School,"1495 Ephesus Church Rd, Chapel Hill, NC 27517",0x89ace7fe3055893d:0x750fa323914524dd,4.7,9
0,ERWIN ELEMENTARY AT GENTRY,28339,Erwin Elementary School,"405 Denim Dr, Erwin, NC 28339",0x89ab7f6fca44548b:0xb6405e8cb9f1eda8,4.8,5
0,ERWIN HIGH,28806,Clyde A. Erwin High School,"60 Lees Creek Rd, Asheville, NC 28806",0x88598b935457cc8b:0xebc4d1470cefb715,3.2,38
0,ERWIN MIDDLE,28806,Clyde A. Erwin Middle,"20 Erwin Hills Rd, Asheville, NC 28806, United States",0x88598bec66293149:0x4465a069a8df0d79,2.6,5
0,ERWIN MIDDLE,28146,Charles C Erwin Middle School,"170 St Lukes Church Rd, Salisbury, NC 28146",0x88538b1236fa0407:0x712c4aea1d1fc2aa,2.8,12
